EMPRESA|EJERCICIO|FECHA|CODIGO_PROVEEDOR|RAZON_SOCIAL|NUMERO_DOCUMENTO|SERIE|ALMACEN|CODIGO_FAMILIA|FAMILIA|REFERENCIA|DESCRIPCION|CANTIDAD|CANTIDAD_PENDIENTE|PRECIO_SIN_IVA|PRECIO_CON_IVA|DESCUENTO1|DESCUENTO2|TOTAL_LINEA|PRECIO_MEDIO_COMPRA|LOTE|FECHA_ENVASADO|FECHA_CADUCIDAD|TIPO_DOC_ANTERIOR|NUMERO_DOC_ANTERIOR|FLAG_SIN_FAMILIA|FLAG_REFERENCIA_GENERICA|FLAG_LINEA_NEGATIVA|FLAG_SIN_TOTAL_LINEA
CHEMIE|2024|2024-06-26|283|ALCAUQUÍMICA, S.L.|110|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|92000004|BOTELLA AGUA DESTILADA 4 Lts. C/4|176.000|176.000|0.9020000000000000|1.09|0.00|0.00|158.7520000000000|0.9020000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-26|392|BIPACOM, S.L.|7211|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|34003825|SAL PELADILLA REGENERANTE ENV.25|1250.000|1250.000|0.2210000000000000|0.27|0.00|0.00|276.2500000000000|0.2210000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-26|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|17859|1|1|06|PINTURAS Y DISOLVENTES|64600106|PINTURA CLOROCAUCHO/ACRILICA SUELOS|10.000|10.000|4.650000000000000|5.63|0.00|0.00|46.50000000000000|6.282000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-26|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|17859|1|1|06|PINTURAS Y DISOLVENTES|69000013|ROLLO CINTA PINTOR 36mm C/8|192.000|192.000|0.5870000000000000|0.71|0.00|0.00|112.7040000000000|0.5900000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-26|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|17859|1|1|06|PINTURAS Y DISOLVENTES|64900005|PINTURA SEÑALIZACION ACRILICA BLANCA|100.000|100.000|4.228000000000000|5.12|0.00|0.00|422.8000000000000|4.228000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-26|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|17859|1|1|06|PINTURAS Y DISOLVENTES|69000002|RECAMBIO MINI RODILLO ESPONJA 110|50.000|50.000|0.3190000000000000|0.39|0.00|0.00|15.95000000000000|0.2840000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-27|2|REVESTIMIENTOS INDUSTRIALES, S.A.|2409|1|1|06|PINTURAS Y DISOLVENTES|66705020|PINTURA EPOXI SUELOS GRIS 7050 10x20|200.000|200.000|4.990000000000000|6.04|0.00|0.00|998.0000000000000|4.990000000000000||||PP|123|0|0|0|0
CHEMIE|2024|2024-06-27|2|REVESTIMIENTOS INDUSTRIALES, S.A.|2409|1|1|06|PINTURAS Y DISOLVENTES|61010225|DISOLVENTE PARA PINTURA EPOXI 6x5|30.000|30.000|3.350000000000000|4.05|0.00|0.00|100.5000000000000|3.350000000000000||||PP|123|0|0|0|0
CHEMIE|2024|2024-06-27|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|17974|1|1|06|PINTURAS Y DISOLVENTES|63102825|PINTURA SEÑALIZACION ACRILICA AMARILLA ENV.25|50.000|50.000|3.045000000000000|3.68|0.00|0.00|152.2500000000000|3.045000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-27|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|17974|1|1|06|PINTURAS Y DISOLVENTES|65102305|ESMALTE SINT. IND. AMARILLO REAL / 1023|20.000|20.000|5.166000000000000|6.25|0.00|0.00|103.3200000000000|4.894000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-27|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|18018|1|1|06|PINTURAS Y DISOLVENTES|69000013|ROLLO CINTA PINTOR 36mm C/8|96.000|96.000|0.5870000000000000|0.71|0.00|0.00|56.35200000000000|0.5870000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-27|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|18018|1|1|06|PINTURAS Y DISOLVENTES|63102825|PINTURA SEÑALIZACION ACRILICA AMARILLA ENV.25|25.000|25.000|3.045000000000000|3.68|0.00|0.00|76.12500000000000|3.045000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-27|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|18018|1|1|06|PINTURAS Y DISOLVENTES|65MAD015|ESMALTE MULTIADHERENTE SATINADO S/RAPIDO ENV.15|150.000|150.000|7.578000000000000|9.17|0.00|0.00|1136.700000000000|7.578000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-27|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|18018|1|1|06|PINTURAS Y DISOLVENTES|69000006|VARILLA MINI RODILLO 60|20.000|20.000|0.3380000000000000|0.41|0.00|0.00|6.760000000000000|0.3380000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-27|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|18018|1|1|06|PINTURAS Y DISOLVENTES|69000005|VARILLA MINI RODILLO 110|20.000|20.000|0.3890000000000000|0.47|0.00|0.00|7.780000000000000|0.3890000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-27|4314|DETERVAL CHEMICAL, S.L.|161|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|11033800|ZOSY D/DESENGRASANTE 3x30|90.000|90.000|1.490000000000000|1.80|0.00|0.00|134.1000000000000|1.490000000000000|06254232027|2024-06-25|2026-06-25|PP|120|0|0|0|0
CHEMIE|2024|2024-06-27|4314|DETERVAL CHEMICAL, S.L.|161|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|12013800|BRINET MG - DETERGENTE FREGADORA 3x30|90.000|90.000|0.9000000000000000|1.09|0.00|0.00|81.00000000000000|0.9000000000000000|06254224021|2024-06-25|2026-06-25|PP|120|0|0|0|0
CHEMIE|2024|2024-06-27|4314|DETERVAL CHEMICAL, S.L.|161|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|12003800|CHEMGRAS EC - DESENGRASANTE MAQ. AUT. 12x5|60.000|60.000|1.240000000000000|1.50|0.00|0.00|74.40000000000001|1.240000000000000|04164232005|2024-04-16|2026-04-16|PP|120|0|0|0|0
CHEMIE|2024|2024-06-27|4314|DETERVAL CHEMICAL, S.L.|161|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|12013800|BRINET MG - DETERGENTE FREGADORA|60.000|60.000|0.9000000000000000|1.09|0.00|0.00|54.00000000000000|0.9000000000000000|06254224021|2024-06-25|2026-06-25|PP|120|0|0|0|0
CHEMIE|2024|2024-06-27|4314|DETERVAL CHEMICAL, S.L.|161|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|92074001|SINKAL - LIMPIADOR ANTICAL|20.000|20.000|1.230000000000000|1.49|0.00|0.00|24.60000000000000|1.186793000000000||||PP|120|0|0|0|0
CHEMIE|2024|2024-06-27|4314|DETERVAL CHEMICAL, S.L.|161|1|1|04|PROD. ESP. AUTOMOCION/TALLERES/VARIOS|42093800|LIMPIADOR DE FRENOS GRANEL (BRAKE CLEANER)|25.000|25.000|2.590000000000000|3.13|0.00|0.00|64.75000000000000|2.469030000000000||||PP|125|0|0|0|0
CHEMIE|2024|2024-06-28|276|DICOCEL, S.A.|4465|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91154001|ROLLO BOLSA BASURA 85X105 C/10|1200.000|1200.000|0.6830000000000001|0.83|0.00|0.00|819.6000000000000|0.7098750000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-28|276|DICOCEL, S.A.|4465|1|1|08|CELULOSA-LINEA BLANCA|85004700|BOBINA TRAPO INDUST. PTO. AZUL|168.000|168.000|6.700000000000000|8.11|0.00|0.00|1125.600000000000|5.849990000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-28|276|DICOCEL, S.A.|4465|1|1|08|CELULOSA-LINEA BLANCA|81014001|PACK HIGIENICO DOMESTICO GC-300 PASTA C/12|128.000|128.000|2.500000000000000|3.03|0.00|0.00|320.0000000000000|2.447936000000000||||  ||0|0|0|0
CHEMIE|2024|2024-06-28|4333|BIO TRENDS IBERICA, S.L.|240565|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|33051903|ADY'OX H2O - DIOXIDO CLORO (ACTIVADOR)|60.000|60.000|1.712000000000000|2.07|0.00|0.00|102.7200000000000|1.728000000000000|2406274606|2024-06-27|2026-06-27|PP|121|0|0|0|0
CHEMIE|2024|2024-06-28|4333|BIO TRENDS IBERICA, S.L.|240565|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|33051903|ADY'OX H2O - DIOXIDO CLORO (SIN ACTIVAR)|240.000|240.000|1.712000000000000|2.07|0.00|0.00|410.8800000000000|1.728000000000000|2406284624|2024-06-28|2026-06-28|PP|121|0|0|0|0
CHEMIE|2024|2024-06-28|4333|BIO TRENDS IBERICA, S.L.|240565|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|33090026|AQUACARE 410 - INHIBIDOR CORROSION C/C|75.000|75.000|1.920000000000000|2.32|0.00|0.00|144.0000000000000|2.240000000000000|2406114106|2024-06-11|2026-06-11|PP|121|0|0|0|0
CHEMIE|2024|2024-06-28|4333|BIO TRENDS IBERICA, S.L.|240565|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|33090026|AQUACARE 410 - INHIBIDOR CORROSION C/C|75.000|75.000|1.920000000000000|2.32|0.00|0.00|144.0000000000000|2.240000000000000|2406114106|2024-06-11|2026-06-11|PP|121|0|0|0|0
CHEMIE|2024|2024-07-01|392|BIPACOM, S.L.|7386|1|1|05|PROD. AUXILIARES PARA CONSTRUCCION|52010025|MORTERO REPARACION MONOTOP 4200 MONOCOMPONENTE 25KG.|75.000|75.000|1.156000000000000|1.40|0.00|0.00|86.70000000000000|1.043926000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-03|2|REVESTIMIENTOS INDUSTRIALES, S.A.|2515|1|1|06|PINTURAS Y DISOLVENTES|66705020|PINTURA EPOXI SUELOS GRIS 7050 (33x20)|660.000|660.000|4.990000000000000|6.04|0.00|0.00|3293.400000000000|4.990000000000000||||PP|122|0|0|0|0
CHEMIE|2024|2024-07-03|2|REVESTIMIENTOS INDUSTRIALES, S.A.|2515|1|1|06|PINTURAS Y DISOLVENTES|61010225|DISOLVENTE PARA PINTURA EPOXI 6x5|30.000|30.000|3.350000000000000|4.05|0.00|0.00|100.5000000000000|3.350000000000000||||PP|122|0|0|0|0
CHEMIE|2024|2024-07-03|4414|MANGIR UTILITIES, S.L.|677|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|33013800|TUNELIMP-LIMPIADOR TUNEL LAVADO 12X30|360.000|360.000|1.220000000000000|1.48|0.00|0.00|439.2000000000000|1.220000000000000|07032435099|2024-07-03|2026-07-03|PP|126|0|0|0|0
CHEMIE|2024|2024-07-03|4414|MANGIR UTILITIES, S.L.|677|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|95005305|DETERTEX - DETERGENTE LAVADORA LIQUIDO 8X5|40.000|40.000|1.520000000000000|1.84|0.00|0.00|60.80000000000000|1.162353000000000||||PP|126|0|0|0|0
CHEMIE|2024|2024-07-03|4414|MANGIR UTILITIES, S.L.|677|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|95025305|DETERSOAN - SUAVIZANTE LAVADORA 4X5|20.000|20.000|1.290000000000000|1.56|0.00|0.00|25.80000000000000|0.8211100000000000||||PP|126|0|0|0|0
CHEMIE|2024|2024-07-03|4414|MANGIR UTILITIES, S.L.|677|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|94003811|AIRGEN GREY - AMBIENTADOR 750 C/PULV.|12.000|12.000|2.880000000000000|3.48|0.00|0.00|34.56000000000000|2.842330000000000||||PP|126|0|0|0|0
CHEMIE|2024|2024-07-03|4414|MANGIR UTILITIES, S.L.|677|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|94003811|AIRGEN FRESH HOME - AMBIENTADOR 750 C/PULV.|12.000|12.000|2.880000000000000|3.48|0.00|0.00|34.56000000000000|2.842330000000000||||PP|126|0|0|0|0
CHEMIE|2024|2024-07-03|4414|MANGIR UTILITIES, S.L.|677|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|94003811|AIRGEN OLIMPUS - AMBIENTADOR 750 C/PULV.|12.000|12.000|2.880000000000000|3.48|0.00|0.00|34.56000000000000|2.842330000000000||||PP|126|0|0|0|0
CHEMIE|2024|2024-07-04|392|BIPACOM, S.L.|7564|1|1|05|PROD. AUXILIARES PARA CONSTRUCCION|52010025|MORTERO REPARACION MONOTOP 4200 MONOCOMPONENTE 25KG.|100.000|100.000|1.156000000000000|1.40|0.00|0.00|115.6000000000000|1.060505000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-04|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|18833|1|1|06|PINTURAS Y DISOLVENTES|65MAD015|ESMALTE MULTIADHERENTE SATINADO S/RAPIDO ENV.15|150.000|150.000|7.578000000000000|9.17|0.00|0.00|1136.700000000000|7.578000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-05|276|DICOCEL, S.A.|3205|1|1|08|CELULOSA-LINEA BLANCA|81004618|PACK HIGIENICO INDUSTRIAL PASTA PLUS C/18 ROLLOS|45.000|45.000|9.881000000000000|11.96|0.00|0.00|444.6450000000000|9.708717000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-05|276|DICOCEL, S.A.|3205|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91124000|CUBO FREGONA ECO 13Lts. C/ESCURRIDOR|144.000|144.000|1.220000000000000|1.48|0.00|0.00|175.6800000000000|1.156231000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-05|359|COMPLEMENTOS Y SUMINISTROS CRUZ, S.L.|2418749|1|1|07|AEROSOLES|71233300|PINTURA AEROSOL 400 ML ROJO|5.000|5.000|2.979000000000000|3.60|0.00|0.00|14.89500000000000|0.0000000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-05|4231|PINTURA Y MAQUINARIA ROQUETAS, S.L.|22933|1|1|06|PINTURAS Y DISOLVENTES|66102305|PINTURA EPOXI SEÑALIZACION AMARILLA 1023|60.000|60.000|9.080000000000000|10.99|0.00|0.00|544.8000000000000|8.900000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-05|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|18919|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91430001|ALARGADOR TELESCOPICO LIMPIACRISTALES 3MTS.|6.000|6.000|3.820000000000000|4.62|0.00|0.00|22.92000000000000|0.0000000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-05|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|18919|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91420000|MOJADOR LIMPIACRISTALES 35 COMPLETO|4.000|4.000|4.390000000000000|5.31|0.00|0.00|17.56000000000000|10.98000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-05|4271|ALIMENTACION PENINSULAR, S.A.|8042753|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|95023200|LIMPIADOR PRONTO MUEBLES C/12|24.000|24.000|1.961000000000000|2.37|0.00|0.00|47.06400000000000|1.919949000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-05|4271|ALIMENTACION PENINSULAR, S.A.|8042753|1|1|07|AEROSOLES|71172100|INSECTICIDA CASA-JARDIN AEROSOL 800ml|12.000|12.000|2.349000000000000|2.84|0.00|0.00|28.18800000000000|1.999779000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-05|4271|ALIMENTACION PENINSULAR, S.A.|8042753|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|95023201|LIMPIADOR JABONOSO PARA MADERA ENV.1500|16.000|16.000|0.8690000000000000|1.05|0.00|0.00|13.90400000000000|0.8028860000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-08|21|ZELNOVA ZELTIA, S.A.|2422295|1|1|07|AEROSOLES|71172100|INSECTICIDA CASA-JARDIN MOSCAS Y MOSQUITOS 2X12|24.000|24.000|2.100000000000000|2.54|0.00|0.00|50.40000000000000|2.041570000000000||||PP|129|0|0|0|0
CHEMIE|2024|2024-07-08|21|ZELNOVA ZELTIA, S.A.|2422295|1|1|07|AEROSOLES|71172100|INSECTICIDA CASA-JARDIN ROSAS 2X12|24.000|24.000|2.100000000000000|2.54|0.00|0.00|50.40000000000000|2.041570000000000||||PP|129|0|0|0|0
CHEMIE|2024|2024-07-08|21|ZELNOVA ZELTIA, S.A.|2422295|1|1|07|AEROSOLES|71172100|INSECTICIDA CASA-JARDIN LIMON 3X12|36.000|36.000|2.100000000000000|2.54|0.00|0.00|75.59999999999999|2.053925000000000||||PP|129|0|0|0|0
CHEMIE|2024|2024-07-08|21|ZELNOVA ZELTIA, S.A.|2422295|1|1|07|AEROSOLES|71172100|INSECTICIDA CASA-JARDIN LAVANDA 3X12|36.000|36.000|2.100000000000000|2.54|0.00|0.00|75.59999999999999|2.053925000000000||||PP|129|0|0|0|0
CHEMIE|2024|2024-07-08|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|19062|1|1|06|PINTURAS Y DISOLVENTES|65MAD015|ESMALTE MULTIADHERENTE SATINADO S/RAPIDO ENV.15|105.000|105.000|7.578000000000000|9.17|0.00|0.00|795.6900000000001|7.578000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-08|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|19062|1|1|06|PINTURAS Y DISOLVENTES|69000026|RODILLO HILO ESPECIAL RESINAS PARA SUELOS 22CM|12.000|12.000|3.580000000000000|4.33|0.00|0.00|42.96000000000000|3.580000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-08|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|19062|1|1|06|PINTURAS Y DISOLVENTES|69000021|PALETINA DOBLE Nº24|12.000|12.000|0.5870000000000000|0.71|0.00|0.00|7.044000000000000|0.5060000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-08|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|19062|1|1|06|PINTURAS Y DISOLVENTES|69000011|PALETINA DOBLE Nº21|12.000|12.000|0.4580000000000000|0.55|0.00|0.00|5.496000000000000|0.4860000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-08|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|19062|1|1|06|PINTURAS Y DISOLVENTES|69000002|RECAMBIO MINI RODILLO ESPONJA 110|30.000|30.000|0.3190000000000000|0.39|0.00|0.00|9.570000000000000|0.3190000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-08|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|19104|1|1|06|PINTURAS Y DISOLVENTES|69000026|RODILLO HILO ESPECIAL RESINAS PARA SUELOS 22CM|20.000|20.000|3.580000000000000|4.33|0.00|0.00|71.59999999999999|3.580000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-09|4263|INDUSTRIAS QUIMICAS EUROCOLOR, S.A.|79397|1|1|06|PINTURAS Y DISOLVENTES|660000A2|CHEMDUR INCOLORO 2 COMPONENTES (ORFADUR SD) 24X5|120.000|120.000|15.74000000000000|19.05|0.00|0.00|1888.800000000000|15.19743800000000||||PP|127|0|0|0|0
CHEMIE|2024|2024-07-09|4263|INDUSTRIAS QUIMICAS EUROCOLOR, S.A.|79397|1|||||  *Producto ORFADUR SD con etiqueta personalizada    de "GRUPO CHEMIE"  *Envase |1.000|1.000|0.0000000000000000|0.00|0.00|0.00|0.0000000000000000|0.0000000000000000||||PP|127|1|0|0|1
CHEMIE|2024|2024-07-09|4314|DETERVAL CHEMICAL, S.L.|170|1|1|02|JABONES Y PASTA LAVAMANOS|21003800|DERGEL SO-GEL DE MANOS S/O 32x5|160.000|160.000|0.8400000000000000|1.02|0.00|0.00|134.4000000000000|0.8377520000000001|06024221010|2024-06-02|2026-06-02|PP|130|0|0|0|0
CHEMIE|2024|2024-07-09|4314|DETERVAL CHEMICAL, S.L.|170|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|11023800|CHEMGRAS AS (Etiqueta DS) 64x5|320.000|320.000|0.8000000000000000|0.97|0.00|0.00|256.0000000000000|0.8000000000000000|06074232004|2024-06-07|2026-06-07|PP|130|0|0|0|0
CHEMIE|2024|2024-07-09|4314|DETERVAL CHEMICAL, S.L.|170|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|12003800|CHEMGRAS EC - DESENGRASANTE MAQ. AUT. 3x30|90.000|90.000|1.240000000000000|1.50|0.00|0.00|111.6000000000000|1.240000000000000|07094232005|2024-07-09|2026-07-09|PP|130|0|0|0|0
CHEMIE|2024|2024-07-09|4314|DETERVAL CHEMICAL, S.L.|170|1|1|01|DESENGRASANTES Y LIMPIADORES GENERALES|11023800|CHEMGRAS AS (Etiqueta DS) 4x60|240.000|240.000|0.8000000000000000|0.97|0.00|0.00|192.0000000000000|0.8000000000000000|06074232004|2024-06-07|2026-06-07|PP|130|0|0|0|0
CHEMIE|2024|2024-07-09|4314|DETERVAL CHEMICAL, S.L.|170|1|1|02|JABONES Y PASTA LAVAMANOS|2104390L|HIDROSAN L - HIDROALCOHOL LIQUIDO 12x5|60.000|60.000|2.290000000000000|2.77|0.00|0.00|137.4000000000000|2.266269000000000|07084213075|2024-07-08|2026-07-08|PP|130|0|0|0|0
CHEMIE|2024|2024-07-09|4314|DETERVAL CHEMICAL, S.L.|170|1|1|04|PROD. ESP. AUTOMOCION/TALLERES/VARIOS|42053800|CHEMGRAS CAR - DETERGENTE CARROCERIAS|200.000|200.000|1.580000000000000|1.91|0.00|0.00|316.0000000000000|1.500000000000000||||PP|133|0|0|0|0
CHEMIE|2024|2024-07-09|4314|DETERVAL CHEMICAL, S.L.|170|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|92074001|SINKAL - LIMPIADOR ANTICAL 750 2x15|30.000|30.000|1.230000000000000|1.49|0.00|0.00|36.90000000000000|1.200959000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-10|360|HILADOS BIETE, S.L.|3982|1|1|08|CELULOSA-LINEA BLANCA|83040001TK|BOBINA BAYETA TEKNIK 100 (ANONIMA)|40.000|40.000|15.54100000000000|18.80|0.00|0.00|621.6400000000000|15.35000000000000||||PP|132|0|0|0|0
CHEMIE|2024|2024-07-10|360|HILADOS BIETE, S.L.|3982|1|||||* Incluido EXTRACOSTE MANIPULACION 0,37/rollo|1.000|1.000|0.0000000000000000|0.00|0.00|0.00|0.0000000000000000|0.0000000000000000||||PP|132|1|0|0|1
CHEMIE|2024|2024-07-10|360|HILADOS BIETE, S.L.|3982|1|1|08|CELULOSA-LINEA BLANCA|83040001|BOBINA BAYETA HIGIENIC (ANONIMA) 10X2|60.000|60.000|20.85800000000000|25.24|0.00|0.00|1251.480000000000|20.85800000000000||||PP|132|0|0|0|0
CHEMIE|2024|2024-07-10|360|HILADOS BIETE, S.L.|3982|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|91089800|FREGONA HILO MICROFIBRA-ALGODON 05088AZ|50.000|50.000|0.9840000000000000|1.19|0.00|0.00|49.20000000000000|0.9792670000000000||||PP|132|0|0|0|0
CHEMIE|2024|2024-07-11|2|REVESTIMIENTOS INDUSTRIALES, S.A.|2609|1|1|06|PINTURAS Y DISOLVENTES|66705020|PINTURA EPOXI SUELOS GRIS 7011 SATINADO 50% (12X20)|200.000|200.000|4.990000000000000|6.04|0.00|0.00|998.0000000000000|4.990000000000000||||PP|134|0|0|0|0
CHEMIE|2024|2024-07-11|2|REVESTIMIENTOS INDUSTRIALES, S.A.|2609|1|||||  *Ajustar brillo al 50% según conversación telefónica.|1.000|1.000|0.0000000000000000|0.00|0.00|0.00|0.0000000000000000|0.0000000000000000||||PP|134|1|0|0|1
CHEMIE|2024|2024-07-11|283|ALCAUQUÍMICA, S.L.|631|1|1|09|PROD. Y ACCESORIOS PARA LIMPIEZA|92015403|BOTELLA LEJIA APTA ENV. 4 Lts. C/4|528.000|528.000|1.025000000000000|1.24|0.00|0.00|541.2000000000001|1.025000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-11|283|ALCAUQUÍMICA, S.L.|631|1|1|03|PROD. ESPECIALES INDUST. ALIMENTARIA|33070030|HIPOCLORITO SODICO APTO IND. ALIMENT. ENV.26KG|14.000|14.000|17.03300000000000|20.61|0.00|0.00|238.4620000000000|17.04000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-11|4231|PINTURA Y MAQUINARIA ROQUETAS, S.L.|23633|1|1|06|PINTURAS Y DISOLVENTES|65600105|ESMALTE SINT. IND. VERDE HIERBA R-6001|25.000|25.000|4.600000000000000|5.57|0.00|0.00|115.0000000000000|4.350000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-12|21|ZELNOVA ZELTIA, S.A.|2424260|1|1|07|AEROSOLES|71172100|INSECTICIDA CASA-JARDIN AEROSOL 800ml|36.000|36.000|2.100000000000000|2.54|0.00|0.00|75.59999999999999|2.085202000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-12|276|DICOCEL, S.A.|4785|1|1|08|CELULOSA-LINEA BLANCA|82003206|BOBINA SECAMANOS MECHA PASTA LAMINADO C/6|312.000|312.000|1.617000000000000|1.96|0.00|0.00|504.5040000000000|1.652587000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-12|276|DICOCEL, S.A.|4785|1|1|11|APARATOS Y DOSIFICADORES|00105040|SOPORTE PAPEL SECAMANOS MECHA FUME/BLANCO|10.000|10.000|16.49000000000000|19.95|0.00|0.00|164.9000000000000|16.49000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-12|4231|PINTURA Y MAQUINARIA ROQUETAS, S.L.|23855|1|1|06|PINTURAS Y DISOLVENTES|66000005|PINTURA EPOXI SUELOS ROJO 3011 3X20|60.000|60.000|8.287000000000001|10.03|0.00|0.00|497.2200000000000|8.092841999999999||||PP|135|0|0|0|0
CHEMIE|2024|2024-07-12|4231|PINTURA Y MAQUINARIA ROQUETAS, S.L.|23855|1|1|06|PINTURAS Y DISOLVENTES|66000005|PINTURA EPOXI SUELOS AZUL 5005 2X20|40.000|40.000|9.142000000000000|11.06|0.00|0.00|365.6800000000000|8.092841999999999||||PP|135|0|0|0|0
CHEMIE|2024|2024-07-12|4231|PINTURA Y MAQUINARIA ROQUETAS, S.L.|23855|1|1|06|PINTURAS Y DISOLVENTES|65950005|ESMALTE SINT. IND. NEGRO|20.000|20.000|4.600000000000000|5.57|0.00|0.00|92.00000000000000|4.590000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-12|4235|ALMACENES ALMERIENSES DEL COLOR, S.L.|19597|1|1|06|PINTURAS Y DISOLVENTES|64600106|PINTURA CLOROCAUCHO/ACRILICA SUELOS|20.000|20.000|4.650000000000000|5.63|0.00|0.00|93.00000000000000|4.650000000000000||||  ||0|0|0|0
CHEMIE|2024|2024-07-15|2|REVESTIMIENTOS INDUSTRIALES, S.A.|2646|1|1|06|PINTURAS Y DISOLVENTES|61010225|DISOLVENTE PARA PINTURA EPOXI 6X5|30.000|30.000|3.350000000000000|4.05|0.00|0.00|100.5000000000000|3.350000000000000||||PP|138|0|0|0|0
